275.177 189.809
294.203 179.747
191.224 208.461
83.4271 178.977
56.9639 256.224
181.859 310.734
217.202 205.477
121.571 109.782
190.89 106.782
186.263 200.475
203.185 195.695
366.537 257.469
109.241 333.672
108.688 215.038
56.7962 86.3505
264.905 250.013
6.08059 51.9615
39.7709 295.148
181.907 158.019
130.117 262.012
307.346 8.77083
257.754 272.581
201.763 181.637
230.019 291.235
170.871 84.5305
104.818 205.001
240.702 141.798
137.602 294.752
231.993 94.532
224.109 98.6955
137.08 116.558
251.274 121.828
175.656 269.639
41.4418 347.599
286.06 68.6389
358.241 98.293
191.297 277.085
131.773 181.221
129.343 319.764
339.274 69.8276
55.9739 269.22
134.056 133.088
257.854 117.11
288.382 302.597
186.465 177.744
207.401 356.422
360.492 167.019
150.412 181.519
20.4064 51.828
185.203 149.924
330.237 229.102
137.507 53.4702
142.551 334.034
204.787 341.492
331.916 257.046
185.459 143.229
64.8025 55.6306
143.483 172.928
231.431 64.5657
317.087 329.242
263.161 247.476
115.407 75.8614
166.785 141.186
154.203 272.893
51.6752 292.602
107.423 168.835
239.349 356.645
97.5759 46.4898
82.6515 275.548
287.438 132.74
226.627 144.827
336.44 37.7722
154.332 54.6078
263.418 87.1073
207.117 260.797
203.075 151.614
90.6322 371.98
134.322 250.396
102.788 123.505
94.0343 49.1374
160.342 313.379
135.179 137.465
380.377 392.203
308.719 39.8328
357.785 323.764
14.0705 123.209
310.97 70.2472
140.271 288.618
242.287 220.17
90.0052 239.949
186.423 134.989
253.827 313.368
115.357 256.455
16.0621 363.282
126.101 126.011
100.591 316.854
206.405 47.5115
281.652 170.077
242.771 129.4
232.569 162.304
234.556 84.373
194.305 142.71
13.4326 123.418
173.965 204.966
224.313 377.69
119.895 242.445
166.462 249.56
240.376 78.5081
85.1551 75.519
106.45 1.62584
283.514 168.606
38.2122 61.4303
327.682 291.242
212.886 113.979
333.55 352.633
336.108 136.652
139.938 346.721
220.674 273.574
113.631 18.2515
314.023 210.317
