199.032 225.893 750
229.712 159.797 750
242.225 193.084 750
202.056 215.498 750
247.832 182.715 750
188.261 214.584 750
161.805 178.315 750
172.452 239.662 750
233.14 152.29 750
231.695 149.997 738.14
182.938 150.622 750
174.444 229.712 750
150.005 216.284 750
217.372 171.797 750
197.452 203.556 750
152.152 236.005 750
191.411 223.048 750
182.969 188.462 750
250.001 201.011 704.36
231.845 236.14 750
149.999 154.061 739.72
236.65 172.888 750
230.354 178.232 750
225.969 154.929 750
223.717 250.001 704.88
159.289 198.281 750
150.572 211.141 750
177.793 207.926 750
179.241 227.556 750
247.37 201.516 750
195.091 220.821 750
170.888 190.605 750
217.083 218.599 750
193.569 189.113 750
187.925 222.315 750
228.488 154.563 750
176.855 250.001 669.58
242.002 209.63 750
162.581 204.638 750
213.495 233.268 750
171.923 149.999 710.82
221.259 185.492 750
199.442 201.391 750
215.953 249.253 750
184.246 150.413 750
166.752 197.719 750
185.767 221.567 750
235.085 221.596 750
185.33 239.297 750
218.921 174.199 750
246.957 170.09 750
230.702 244.456 750
149.998 243.852 747.32
170.418 192.203 750
162.983 220.623 750
165.417 193.13 750
201.351 219.408 750
200.277 216.29 750
202.709 153.568 750
204.14 217.762 750
194.05 209.125 750
216.669 186.676 750
211.733 192.963 750
243.349 211.474 750
158.456 156.95 750
240.271 241.043 750
171.895 153.152 750
150.843 182.656 750
167.729 244.527 750
189.887 214.474 750
151.964 241.997 750
223.761 149.999 673.62
161.529 226.324 750
242.368 245.817 750
201.153 154.092 750
214.833 182.977 750
215.229 190.395 750
194.069 162.224 750
176.01 155.424 750
223.404 226.677 750
156.903 233.861 750
243.541 198.546 750
222.508 237.23 750
183.241 156.12 750
180.28 229.829 750
231.019 217.313 750
157.502 245.83 750
198.941 153.381 750
205.67 161.227 750
179.298 221.123 750
236.849 224.307 750
194.993 187.58 750
159.436 190.471 750
153.052 176.039 750
197.964 235.453 750
213.087 200.664 750
244.908 181.353 750
214.214 210.157 750
164.379 222.042 750
149.997 231.596 654.34
170.975 152.683 750
237.481 193.571 750
230.434 250 708.72
172.188 182.13 750
250 243.574 715.34
206.136 211.813 750
177.05 172.846 750
228.051 191.728 750
186.774 181.295 750
226.16 199.782 750
189.929 162.548 750
189.45 237.868 750
174.78 151.028 750
184.05 191.191 750
222.268 171.519 750
168.252 196.447 750
250.002 152.625 735.06
192.447 209.492 750
236.457 170.196 750
247.089 184.83 750
193.316 194.123 750
201.495 243.968 750
232.307 156.928 750
187.164 225.716 750
238.957 149.999 665.66
194.358 220.943 750
194.233 161.976 750
194.785 211.41 750
169.464 228.154 750
170.224 233.464 750
172.287 151.859 750
247.694 179.857 750
186.318 164.695 750
250 247.26 696.46
188.971 181.393 750
248.876 161.477 750
177.574 180.196 750
199.782 206.231 750
186.203 158.395 750
156.27 212.028 750
158.64 205.997 750
168.926 234.803 750
189.197 196.341 750
177.966 160.585 750
181.566 213.928 750
208.542 198.929 750
195.22 222.256 750
200.87 167.03 750
151.998 221.895 750
178.773 205.03 750
195.72 222.007 750
199.545 224.027 750
206.171 244.463 750
186.93 232.303 750
201.453 225.58 750
171.657 149.998 698.32
234.545 169.697 750
203.089 154.542 750
210.281 238.586 750
149.998 185.36 686.7
150.203 226.788 750
175.413 173.682 750
250.001 236.135 661.8
235.269 212.871 750
230.471 216.862 750
244.888 200.482 750
198.306 162.279 750
197.678 239.806 750
156.601 231.538 750
222.713 168.201 750
189.73 244.025 750
177.564 244.637 750
214.163 216.931 750
210.931 154.645 750
231.979 184.216 750
202.042 208.606 750
235.826 152.087 750
231.608 188.625 750
202.923 242.728 750
217.387 243.526 750
189.482 201.357 750
240.868 157.007 750
194 197.821 750
214.117 207.301 750
160.069 188.371 750
225.73 196.113 750
250 185.227 652.22
182.568 222.196 750
181.204 187.343 750
196.541 181.709 750
203.965 238.394 750
178.72 245.57 750
155.687 202.171 750
193.236 231.17 750
162.774 238.834 750
231.769 232.702 750
161.159 231.082 750
159.675 173.757 750
200.76 178.172 750
250 227.331 696.82
220.968 161.31 750
192.034 160.524 750
229.459 219.118 750
181.108 219.253 750
192.792 153.5 750
175.98 218.499 750
234.494 150 687.98
234.098 162.019 750
153.163 212.65 750
194.694 241.934 750
204.086 181.67 750
166.469 245.154 750
194.652 200.826 750
242.348 157.614 750
205.295 246.278 750
205.074 213.567 750
175.99 156.547 750
224.769 231.846 750
220.797 245.871 750
236.503 171.713 750
234.73 250.002 654.14
192.133 247.426 750
205.649 181.397 750
204.163 213.141 750
184.926 209.383 750
161.835 200.394 750
181.891 212.991 750
221.426 161.368 750
221.534 179.767 750
160.432 244.483 750
182.149 168.613 750
207.067 229.833 750
178.918 197.401 750
245.052 165.156 750
238.398 152.112 750
241.677 183.076 750
248.68 219.695 750
161.45 167.672 750
192.279 211.049 750
232.954 198.567 750
246.734 149.999 680.98
174.586 226.651 750
236.928 173.97 750
224.331 175.241 750
243.156 178.644 750
149.997 204.403 677.86
203.39 150 714.84
240.033 226.959 750
200.232 211.337 750
191.469 182.103 750
240.643 150.27 750
156.113 243.175 750
237.387 165.882 750
218.519 245.635 750
248.479 250.001 734.34
227.105 243.885 750
196.866 215.132 750
206.196 197.393 750
213.142 230.776 750
159.567 155.425 750
215.236 207.772 750
200.516 170.658 750
231.647 250.002 707.64
181.445 155.654 750
212.757 242.626 750
159.884 200.091 750
174.994 155.025 750
170.697 184.509 750
200.932 210.379 750
175.475 233.247 750
181.655 168.27 750
222.236 215.598 750
166.834 209.652 750
170.563 173.11 750
247.243 172.05 750
168.872 185.98 750
215.633 199.087 750
188.148 170.788 750
175.351 205.795 750
189.395 155.499 750
194.032 184.081 750
181.203 172.368 750
223.962 226.34 750
238.469 190.313 750
200.494 240.04 750
249.577 238.195 750
169.522 245.834 750
198.112 200.098 750
207.542 212.362 750
184.332 240.925 750
240.036 230.466 750
150.875 238.384 750
160.935 159.321 750
187.871 195.28 750
183.213 216.669 750
198.103 218.784 750
174.382 231.63 750
180.521 190.984 750
213.551 180.58 750
196.833 201.564 750
170.621 199.154 750
220.829 157.136 750
167.402 199.181 750
191.51 242.551 750
207.785 248.507 750
210.114 250.001 664.42
199.083 216.747 750
232.381 181.368 750
224.705 180.862 750
172.541 155.667 750
187.658 219.921 750
235.247 192.189 750
172.999 206.789 750
172.551 214.913 750
202.833 211.369 750
191.517 205.575 750
212.388 192.861 750
206.606 208.402 750
235.634 222.103 750
187.319 189.11 750
169.427 196.89 750
227.358 182.069 750
241.089 195.31 750
248.237 202.936 750
152.821 236.38 750
229.028 239.459 750
248.98 250.001 735.88
182.18 245.519 750
192.678 154.38 750
225.156 160.225 750
216.677 184.911 750
172.904 217.664 750
228.53 195.182 750
174.774 212.536 750
228.912 234.105 750
158.361 178.002 750
178.659 230.397 750
182.155 219.25 750
165.408 176.034 750
162.241 171.794 750
182.47 179.021 750
197.534 205.322 750
174.825 164.634 750
237.373 201.3 750
163.941 192.756 750
236.633 207.554 750
170.396 168.708 750
236.548 247.231 750
171.247 241.572 750
219.681 169.785 750
162.888 154.208 750
209.077 201.802 750
193.999 246.702 750
205.443 186.045 750
149.999 213.372 711.1
234.09 161.051 750
176.447 219.02 750
209.48 234.074 750
174.028 156.497 750
165.714 218.466 750
185.427 170.566 750
225.823 171.78 750
177.558 149.999 717.18
166.456 149.999 692.34
197.163 217.628 750
184.026 236.157 750
185.546 233.557 750
177.747 222.533 750
220.381 186.012 750
231.405 184.749 750
243.374 175.454 750
208.798 250.001 655.14
246.417 156.373 750
203.351 219.99 750
229.615 162.991 750
182.645 247.017 750
248.277 250.001 661.82
152.527 186.295 750
198.21 210.788 750
188.124 172.416 750
222.393 193.717 750
174.446 183.501 750
209.309 160.581 750
181.286 250 718.14
157.78 199.857 750
235.749 183.059 750
191.675 151.113 750
236.17 218.047 750
217.802 244.699 750
212.901 176.466 750
158.665 197.4 750
236.095 149.999 671.72
217.248 174.201 750
167.043 232.137 750
202.27 168.987 750
240.661 242.107 750
174.222 226.012 750
150.932 153.918 750
205.909 150.529 750
241.602 213.843 750
193.196 249.265 750
250 236.271 722.52
222.165 223.616 750
